arvore;matgen;dap;ht;hi;disc
1;AEC 0144;18,39;28,1;0,2;19,76
1;AEC 0144;18,39;28,1;0,7;18,11
1;AEC 0144;18,39;28,1;1,3;17,56
1;AEC 0144;18,39;28,1;2;17,63
1;AEC 0144;18,39;28,1;3;17,16
1;AEC 0144;18,39;28,1;4;16,49
1;AEC 0144;18,39;28,1;5;16,23
1;AEC 0144;18,39;28,1;6;15,55
1;AEC 0144;18,39;28,1;7;15,47
1;AEC 0144;18,39;28,1;8;14,74
1;AEC 0144;18,39;28,1;9;14,54
1;AEC 0144;18,39;28,1;10;14,19
1;AEC 0144;18,39;28,1;11;13,64
1;AEC 0144;18,39;28,1;13;12,77
1;AEC 0144;18,39;28,1;14;12,07
1;AEC 0144;18,39;28,1;15;11,46
1;AEC 0144;18,39;28,1;16;10,75
1;AEC 0144;18,39;28,1;17;10,3
1;AEC 0144;18,39;28,1;18;9,86
1;AEC 0144;18,39;28,1;19;9,22
1;AEC 0144;18,39;28,1;20;8,26
1;AEC 0144;18,39;28,1;22;7,76
1;AEC 0144;18,39;28,1;23;6,28
1;AEC 0144;18,39;28,1;25;5,01
2;AEC 0144;21,11;28,1;0,2;21,84
2;AEC 0144;21,11;28,1;0,7;19,75
2;AEC 0144;21,11;28,1;1,3;19,82
2;AEC 0144;21,11;28,1;2;19,54
2;AEC 0144;21,11;28,1;3;18,41
2;AEC 0144;21,11;28,1;4;18,02
2;AEC 0144;21,11;28,1;5;17,36
2;AEC 0144;21,11;28,1;6;17,47
2;AEC 0144;21,11;28,1;7;16,93
2;AEC 0144;21,11;28,1;8;16,37
2;AEC 0144;21,11;28,1;9;16,12
2;AEC 0144;21,11;28,1;10;15,47
2;AEC 0144;21,11;28,1;11;15,01
2;AEC 0144;21,11;28,1;12;14,51
2;AEC 0144;21,11;28,1;13;13,76
2;AEC 0144;21,11;28,1;14;13,33
2;AEC 0144;21,11;28,1;15;12,44
2;AEC 0144;21,11;28,1;16;12,05
2;AEC 0144;21,11;28,1;17;11,27
2;AEC 0144;21,11;28,1;18;10,88
2;AEC 0144;21,11;28,1;19;9,54
2;AEC 0144;21,11;28,1;20;8,78
2;AEC 0144;21,11;28,1;21;8,41
2;AEC 0144;21,11;28,1;22;7,52
2;AEC 0144;21,11;28,1;23;7,19
2;AEC 0144;21,11;28,1;24;6,09
2;AEC 0144;21,11;28,1;25;4,84
3;AEC 0144;15,76;26,2;0,2;16,36
3;AEC 0144;15,76;26,2;0,7;15,43
3;AEC 0144;15,76;26,2;1,3;14,98
3;AEC 0144;15,76;26,2;2;14,85
3;AEC 0144;15,76;26,2;3;14,5
3;AEC 0144;15,76;26,2;4;14,09
3;AEC 0144;15,76;26,2;5;14,13
3;AEC 0144;15,76;26,2;6;13,37
3;AEC 0144;15,76;26,2;7;13
3;AEC 0144;15,76;26,2;8;12,53
3;AEC 0144;15,76;26,2;9;12,18
3;AEC 0144;15,76;26,2;10;11,67
3;AEC 0144;15,76;26,2;11;11,21
3;AEC 0144;15,76;26,2;12;11
3;AEC 0144;15,76;26,2;13;10,27
3;AEC 0144;15,76;26,2;14;9,57
3;AEC 0144;15,76;26,2;15;9,11
3;AEC 0144;15,76;26,2;16;8,73
3;AEC 0144;15,76;26,2;17;7,9
3;AEC 0144;15,76;26,2;18;7,44
3;AEC 0144;15,76;26,2;21;6,19
3;AEC 0144;15,76;26,2;22;4,65
4;AEC 0144;18,08;27,9;0,2;19,78
4;AEC 0144;18,08;27,9;0,7;17,83
4;AEC 0144;18,08;27,9;1,3;17,01
4;AEC 0144;18,08;27,9;2;16,98
4;AEC 0144;18,08;27,9;3;16,61
4;AEC 0144;18,08;27,9;4;16,57
4;AEC 0144;18,08;27,9;5;15,9
4;AEC 0144;18,08;27,9;6;15,57
4;AEC 0144;18,08;27,9;8;14,75
4;AEC 0144;18,08;27,9;9;14,43
4;AEC 0144;18,08;27,9;10;13,51
4;AEC 0144;18,08;27,9;11;13,1
4;AEC 0144;18,08;27,9;13;12,81
4;AEC 0144;18,08;27,9;14;12,2
4;AEC 0144;18,08;27,9;15;11,71
4;AEC 0144;18,08;27,9;16;10,91
4;AEC 0144;18,08;27,9;17;10,68
4;AEC 0144;18,08;27,9;18;9,9
4;AEC 0144;18,08;27,9;19;9,33
4;AEC 0144;18,08;27,9;20;8,36
4;AEC 0144;18,08;27,9;21;7,96
4;AEC 0144;18,08;27,9;22;7,46
4;AEC 0144;18,08;27,9;23;6,28
4;AEC 0144;18,08;27,9;24;4,77
5;AEC 0144;19,32;27,3;0,2;19,44
5;AEC 0144;19,32;27,3;0,7;18,46
5;AEC 0144;19,32;27,3;1,3;18
5;AEC 0144;19,32;27,3;2;17,5
5;AEC 0144;19,32;27,3;3;17,64
5;AEC 0144;19,32;27,3;4;16,89
5;AEC 0144;19,32;27,3;5;16,6
5;AEC 0144;19,32;27,3;6;16,08
5;AEC 0144;19,32;27,3;7;15,93
5;AEC 0144;19,32;27,3;8;15,36
5;AEC 0144;19,32;27,3;9;14,79
5;AEC 0144;19,32;27,3;10;14,47
5;AEC 0144;19,32;27,3;11;13,74
5;AEC 0144;19,32;27,3;12;13,16
5;AEC 0144;19,32;27,3;13;12,6
5;AEC 0144;19,32;27,3;14;11,84
5;AEC 0144;19,32;27,3;15;11,22
5;AEC 0144;19,32;27,3;16;10,68
5;AEC 0144;19,32;27,3;17;10,17
5;AEC 0144;19,32;27,3;18;9,29
5;AEC 0144;19,32;27,3;19;8,34
5;AEC 0144;19,32;27,3;20;7,77
5;AEC 0144;19,32;27,3;21;7,07
5;AEC 0144;19,32;27,3;24;4,4
6;AEC 0144;15,57;25,6;0,2;15,83
6;AEC 0144;15,57;25,6;0,7;14,57
6;AEC 0144;15,57;25,6;1,3;14,22
6;AEC 0144;15,57;25,6;2;13,9
6;AEC 0144;15,57;25,6;3;13,58
6;AEC 0144;15,57;25,6;4;13,26
6;AEC 0144;15,57;25,6;5;12,78
6;AEC 0144;15,57;25,6;6;12,31
6;AEC 0144;15,57;25,6;7;11,99
6;AEC 0144;15,57;25,6;8;11,57
6;AEC 0144;15,57;25,6;9;11,13
6;AEC 0144;15,57;25,6;10;10,8
6;AEC 0144;15,57;25,6;11;10,41
6;AEC 0144;15,57;25,6;13;9,2
6;AEC 0144;15,57;25,6;15;7,87
6;AEC 0144;15,57;25,6;16;7,55
6;AEC 0144;15,57;25,6;22;3,74
7;AEC 0144;13,63;24,5;0,2;14,91
7;AEC 0144;13,63;24,5;0,7;12,97
7;AEC 0144;13,63;24,5;1,3;12,73
7;AEC 0144;13,63;24,5;2;12,23
7;AEC 0144;13,63;24,5;3;12,12
7;AEC 0144;13,63;24,5;4;11,73
7;AEC 0144;13,63;24,5;5;11,5
7;AEC 0144;13,63;24,5;6;11,11
7;AEC 0144;13,63;24,5;7;10,7
7;AEC 0144;13,63;24,5;8;10,48
7;AEC 0144;13,63;24,5;9;10,3
7;AEC 0144;13,63;24,5;10;9,73
7;AEC 0144;13,63;24,5;11;9,39
7;AEC 0144;13,63;24,5;12;8,93
7;AEC 0144;13,63;24,5;13;8,43
7;AEC 0144;13,63;24,5;14;7,89
7;AEC 0144;13,63;24,5;15;7,42
7;AEC 0144;13,63;24,5;16;6,83
7;AEC 0144;13,63;24,5;22;3,08
8;AEC 0144;17,12;26,6;0,2;17,55
8;AEC 0144;17,12;26,6;0,7;16,88
8;AEC 0144;17,12;26,6;1,3;16,08
8;AEC 0144;17,12;26,6;2;15,95
8;AEC 0144;17,12;26,6;3;15,62
8;AEC 0144;17,12;26,6;4;15,09
8;AEC 0144;17,12;26,6;5;14,87
8;AEC 0144;17,12;26,6;6;14,66
8;AEC 0144;17,12;26,6;7;14,07
8;AEC 0144;17,12;26,6;8;13,74
8;AEC 0144;17,12;26,6;9;13,15
8;AEC 0144;17,12;26,6;10;12,96
8;AEC 0144;17,12;26,6;12;11,93
8;AEC 0144;17,12;26,6;13;11,55
8;AEC 0144;17,12;26,6;14;10,82
8;AEC 0144;17,12;26,6;15;10,4
8;AEC 0144;17,12;26,6;16;9,9
8;AEC 0144;17,12;26,6;17;9,23
8;AEC 0144;17,12;26,6;18;6,67
8;AEC 0144;17,12;26,6;19;7,76
8;AEC 0144;17,12;26,6;22;5,09
9;AEC 0144;17,42;26,9;0,2;18,13
9;AEC 0144;17,42;26,9;0,7;17,32
9;AEC 0144;17,42;26,9;1,3;16,46
9;AEC 0144;17,42;26,9;2;16,57
9;AEC 0144;17,42;26,9;3;15,95
9;AEC 0144;17,42;26,9;4;15,42
9;AEC 0144;17,42;26,9;5;14,94
9;AEC 0144;17,42;26,9;6;14,9
9;AEC 0144;17,42;26,9;7;14,05
9;AEC 0144;17,42;26,9;8;13,98
9;AEC 0144;17,42;26,9;9;13,33
9;AEC 0144;17,42;26,9;10;13,03
9;AEC 0144;17,42;26,9;11;12,47
9;AEC 0144;17,42;26,9;12;12,16
9;AEC 0144;17,42;26,9;13;12,16
9;AEC 0144;17,42;26,9;14;11,52
9;AEC 0144;17,42;26,9;15;11,36
9;AEC 0144;17,42;26,9;16;10,37
9;AEC 0144;17,42;26,9;17;9,3
9;AEC 0144;17,42;26,9;19;7,86
9;AEC 0144;17,42;26,9;20;7,85
9;AEC 0144;17,42;26,9;24;4,63
11;AEC 0144;15,33;26,5;0,2;14,95
11;AEC 0144;15,33;26,5;0,7;14,44
11;AEC 0144;15,33;26,5;1,3;14,02
11;AEC 0144;15,33;26,5;2;13,47
11;AEC 0144;15,33;26,5;3;13,18
11;AEC 0144;15,33;26,5;4;13,09
11;AEC 0144;15,33;26,5;5;12,5
11;AEC 0144;15,33;26,5;6;12,35
11;AEC 0144;15,33;26,5;7;11,83
11;AEC 0144;15,33;26,5;8;11,47
11;AEC 0144;15,33;26,5;9;10,93
11;AEC 0144;15,33;26,5;10;10,76
11;AEC 0144;15,33;26,5;11;10,26
11;AEC 0144;15,33;26,5;12;9,88
11;AEC 0144;15,33;26,5;13;9,54
11;AEC 0144;15,33;26,5;14;9,08
11;AEC 0144;15,33;26,5;15;8,62
11;AEC 0144;15,33;26,5;16;7,87
11;AEC 0144;15,33;26,5;17;7,22
11;AEC 0144;15,33;26,5;20;5,08
12;AEC 0144;12,57;23;0,2;12,96
12;AEC 0144;12,57;23;0,7;12,5
12;AEC 0144;12,57;23;1,3;11,83
12;AEC 0144;12,57;23;2;11,42
12;AEC 0144;12,57;23;3;11,2
12;AEC 0144;12,57;23;4;10,91
12;AEC 0144;12,57;23;5;10,89
12;AEC 0144;12,57;23;6;10,52
12;AEC 0144;12,57;23;7;10,15
12;AEC 0144;12,57;23;8;9,73
12;AEC 0144;12,57;23;9;9,34
12;AEC 0144;12,57;23;10;9,1
12;AEC 0144;12,57;23;11;8,62
12;AEC 0144;12,57;23;12;8,29
12;AEC 0144;12,57;23;13;7,74
12;AEC 0144;12,57;23;14;7,4
12;AEC 0144;12,57;23;15;6,81
12;AEC 0144;12,57;23;18;3,73
13;AEC 0144;22;27,7;0,2;22,39
13;AEC 0144;22;27,7;0,7;20,6
13;AEC 0144;22;27,7;1,3;20,6
13;AEC 0144;22;27,7;4;19,66
13;AEC 0144;22;27,7;5;18,53
13;AEC 0144;22;27,7;6;18,15
13;AEC 0144;22;27,7;7;17,69
13;AEC 0144;22;27,7;8;17,01
13;AEC 0144;22;27,7;9;17,01
13;AEC 0144;22;27,7;10;16,1
13;AEC 0144;22;27,7;11;15,47
13;AEC 0144;22;27,7;12;14,25
13;AEC 0144;22;27,7;13;14,02
13;AEC 0144;22;27,7;14;13,75
13;AEC 0144;22;27,7;15;12,98
13;AEC 0144;22;27,7;16;12,32
13;AEC 0144;22;27,7;17;12,37
13;AEC 0144;22;27,7;18;11,01
13;AEC 0144;22;27,7;19;9,96
13;AEC 0144;22;27,7;20;9,44
13;AEC 0144;22;27,7;21;8,8
13;AEC 0144;22;27,7;22;7,71
13;AEC 0144;22;27,7;23;7,69
13;AEC 0144;22;27,7;24;5,98
14;AEC 0144;18,4;24,2;0,2;19,88
14;AEC 0144;18,4;24,2;0,7;17,4
14;AEC 0144;18,4;24,2;1,3;16,97
14;AEC 0144;18,4;24,2;2;16,69
14;AEC 0144;18,4;24,2;3;15,89
14;AEC 0144;18,4;24,2;4;14,77
14;AEC 0144;18,4;24,2;5;14,81
14;AEC 0144;18,4;24,2;6;13,67
14;AEC 0144;18,4;24,2;7;13,93
14;AEC 0144;18,4;24,2;8;13,18
14;AEC 0144;18,4;24,2;9;12,52
14;AEC 0144;18,4;24,2;10;12,05
14;AEC 0144;18,4;24,2;11;11,18
14;AEC 0144;18,4;24,2;12;10,84
14;AEC 0144;18,4;24,2;13;10,4
14;AEC 0144;18,4;24,2;14;9,38
14;AEC 0144;18,4;24,2;15;8,51
14;AEC 0144;18,4;24,2;16;7,92
14;AEC 0144;18,4;24,2;17;7,4
14;AEC 0144;18,4;24,2;20;5,08
15;AEC 0144;23,52;27,8;0,2;23,95
15;AEC 0144;23,52;27,8;0,7;22,36
15;AEC 0144;23,52;27,8;1,3;22
15;AEC 0144;23,52;27,8;2;20,58
15;AEC 0144;23,52;27,8;3;20,01
15;AEC 0144;23,52;27,8;4;19,07
15;AEC 0144;23,52;27,8;6;18,98
15;AEC 0144;23,52;27,8;7;18,84
15;AEC 0144;23,52;27,8;8;18,18
15;AEC 0144;23,52;27,8;9;17,39
15;AEC 0144;23,52;27,8;10;16,16
15;AEC 0144;23,52;27,8;11;16,03
15;AEC 0144;23,52;27,8;12;15,79
15;AEC 0144;23,52;27,8;13;15,52
15;AEC 0144;23,52;27,8;14;14,84
15;AEC 0144;23,52;27,8;16;14,16
15;AEC 0144;23,52;27,8;17;13,17
15;AEC 0144;23,52;27,8;18;12,48
15;AEC 0144;23,52;27,8;19;11,65
15;AEC 0144;23,52;27,8;21;9,39
15;AEC 0144;23,52;27,8;22;8,78
15;AEC 0144;23,52;27,8;24;5,59
16;AEC 0144;17,85;26,8;0,2;18,16
16;AEC 0144;17,85;26,8;0,7;17,22
16;AEC 0144;17,85;26,8;1,3;16,4
16;AEC 0144;17,85;26,8;2;16,02
16;AEC 0144;17,85;26,8;3;15,58
16;AEC 0144;17,85;26,8;4;15,49
16;AEC 0144;17,85;26,8;5;14,89
16;AEC 0144;17,85;26,8;6;14,53
16;AEC 0144;17,85;26,8;7;13,83
16;AEC 0144;17,85;26,8;8;13,59
16;AEC 0144;17,85;26,8;9;13,06
16;AEC 0144;17,85;26,8;11;12,52
16;AEC 0144;17,85;26,8;12;11,86
16;AEC 0144;17,85;26,8;13;11,55
16;AEC 0144;17,85;26,8;14;11,36
16;AEC 0144;17,85;26,8;15;10,56
16;AEC 0144;17,85;26,8;16;9,9
16;AEC 0144;17,85;26,8;17;9,49
16;AEC 0144;17,85;26,8;18;8,79
16;AEC 0144;17,85;26,8;20;7,43
16;AEC 0144;17,85;26,8;21;6,86
16;AEC 0144;17,85;26,8;23;4,78
17;AEC 0144;15,85;24;0,2;16,06
17;AEC 0144;15,85;24;0,7;15,52
17;AEC 0144;15,85;24;1,3;14,96
17;AEC 0144;15,85;24;2;14,46
17;AEC 0144;15,85;24;3;14,19
17;AEC 0144;15,85;24;4;13,51
17;AEC 0144;15,85;24;5;13,6
17;AEC 0144;15,85;24;6;12,8
17;AEC 0144;15,85;24;7;12,8
17;AEC 0144;15,85;24;8;11,92
17;AEC 0144;15,85;24;9;11,42
17;AEC 0144;15,85;24;10;10,94
17;AEC 0144;15,85;24;11;10,41
17;AEC 0144;15,85;24;12;10,33
17;AEC 0144;15,85;24;13;9,72
17;AEC 0144;15,85;24;14;8,98
17;AEC 0144;15,85;24;15;8,32
17;AEC 0144;15,85;24;16;7,67
17;AEC 0144;15,85;24;20;4,88
18;AEC 0144;13,17;22,3;0,2;13,29
18;AEC 0144;13,17;22,3;0,7;12,82
18;AEC 0144;13,17;22,3;1,3;12,37
18;AEC 0144;13,17;22,3;2;11,97
18;AEC 0144;13,17;22,3;3;11,66
18;AEC 0144;13,17;22,3;4;11,28
18;AEC 0144;13,17;22,3;7;9,99
18;AEC 0144;13,17;22,3;8;9,48
18;AEC 0144;13,17;22,3;9;9,16
18;AEC 0144;13,17;22,3;10;8,76
18;AEC 0144;13,17;22,3;11;8,16
18;AEC 0144;13,17;22,3;12;7,75
18;AEC 0144;13,17;22,3;13;7,42
18;AEC 0144;13,17;22,3;17;5,14
19;AEC 0144;18,25;25,2;0,2;18,91
19;AEC 0144;18,25;25,2;0,7;17,87
19;AEC 0144;18,25;25,2;1,3;17,05
19;AEC 0144;18,25;25,2;2;16,32
19;AEC 0144;18,25;25,2;3;15,48
19;AEC 0144;18,25;25,2;4;15,47
19;AEC 0144;18,25;25,2;5;15,16
19;AEC 0144;18,25;25,2;6;14,68
19;AEC 0144;18,25;25,2;7;14
19;AEC 0144;18,25;25,2;8;13,64
19;AEC 0144;18,25;25,2;9;13,44
19;AEC 0144;18,25;25,2;10;12,54
19;AEC 0144;18,25;25,2;11;12,38
19;AEC 0144;18,25;25,2;12;11,48
19;AEC 0144;18,25;25,2;13;11,21
19;AEC 0144;18,25;25,2;14;10,49
19;AEC 0144;18,25;25,2;15;9,93
19;AEC 0144;18,25;25,2;16;9,17
19;AEC 0144;18,25;25,2;17;8,51
19;AEC 0144;18,25;25,2;18;8,3
19;AEC 0144;18,25;25,2;19;6,96
19;AEC 0144;18,25;25,2;20;5,47
20;AEC 0144;20,88;26,4;0,2;21,18
20;AEC 0144;20,88;26,4;0,7;19,83
20;AEC 0144;20,88;26,4;1,3;19,59
20;AEC 0144;20,88;26,4;2;18,61
20;AEC 0144;20,88;26,4;3;18,65
20;AEC 0144;20,88;26,4;4;17,28
20;AEC 0144;20,88;26,4;5;17,52
20;AEC 0144;20,88;26,4;6;16,78
20;AEC 0144;20,88;26,4;7;15,97
20;AEC 0144;20,88;26,4;8;15,82
20;AEC 0144;20,88;26,4;9;15,8
20;AEC 0144;20,88;26,4;10;14,39
20;AEC 0144;20,88;26,4;11;14,31
20;AEC 0144;20,88;26,4;12;13,7
20;AEC 0144;20,88;26,4;13;13,03
20;AEC 0144;20,88;26,4;14;12,28
20;AEC 0144;20,88;26,4;15;11,67
20;AEC 0144;20,88;26,4;16;10,46
20;AEC 0144;20,88;26,4;17;9,62
20;AEC 0144;20,88;26,4;18;9,37
20;AEC 0144;20,88;26,4;19;7,02
20;AEC 0144;20,88;26,4;22;5,01
21;AEC 0144;17,75;26,4;0,2;17,62
21;AEC 0144;17,75;26,4;0,7;17,6
21;AEC 0144;17,75;26,4;1,3;16,65
21;AEC 0144;17,75;26,4;2;16,46
21;AEC 0144;17,75;26,4;3;16,01
21;AEC 0144;17,75;26,4;4;16,02
21;AEC 0144;17,75;26,4;5;15,26
21;AEC 0144;17,75;26,4;6;14,41
21;AEC 0144;17,75;26,4;7;14,32
21;AEC 0144;17,75;26,4;8;13,75
21;AEC 0144;17,75;26,4;9;13,2
21;AEC 0144;17,75;26,4;10;12,87
21;AEC 0144;17,75;26,4;11;12,5
21;AEC 0144;17,75;26,4;12;12,07
21;AEC 0144;17,75;26,4;13;11,33
21;AEC 0144;17,75;26,4;14;10,89
21;AEC 0144;17,75;26,4;15;10,22
21;AEC 0144;17,75;26,4;16;9,64
21;AEC 0144;17,75;26,4;17;8,86
21;AEC 0144;17,75;26,4;18;6,16
21;AEC 0144;17,75;26,4;22;4,98
22;AEC 0144;23,66;27,3;0,2;23,03
22;AEC 0144;23,66;27,3;0,7;22,54
22;AEC 0144;23,66;27,3;1,3;22,1
22;AEC 0144;23,66;27,3;2;21,84
22;AEC 0144;23,66;27,3;3;21,44
22;AEC 0144;23,66;27,3;4;20,64
22;AEC 0144;23,66;27,3;5;20,08
22;AEC 0144;23,66;27,3;6;19,15
22;AEC 0144;23,66;27,3;7;18,79
22;AEC 0144;23,66;27,3;8;18,21
22;AEC 0144;23,66;27,3;9;17,7
22;AEC 0144;23,66;27,3;10;16,45
22;AEC 0144;23,66;27,3;11;16,7
22;AEC 0144;23,66;27,3;12;15,46
22;AEC 0144;23,66;27,3;13;14,71
22;AEC 0144;23,66;27,3;14;14,44
22;AEC 0144;23,66;27,3;15;13,04
22;AEC 0144;23,66;27,3;18;10,61
22;AEC 0144;23,66;27,3;20;8,49
22;AEC 0144;23,66;27,3;21;7,25
22;AEC 0144;23,66;27,3;23;5,81
24;AEC 0144;21,15;26;0,2;21,04
24;AEC 0144;21,15;26;0,7;19,7
24;AEC 0144;21,15;26;1,3;19,55
24;AEC 0144;21,15;26;2;19,28
24;AEC 0144;21,15;26;4;18,25
24;AEC 0144;21,15;26;5;17,6
24;AEC 0144;21,15;26;6;16,78
24;AEC 0144;21,15;26;7;16,17
24;AEC 0144;21,15;26;10;14,91
24;AEC 0144;21,15;26;11;14,22
24;AEC 0144;21,15;26;12;13,58
24;AEC 0144;21,15;26;13;12,73
24;AEC 0144;21,15;26;14;11,56
24;AEC 0144;21,15;26;15;11
24;AEC 0144;21,15;26;16;10,23
24;AEC 0144;21,15;26;17;9,31
24;AEC 0144;21,15;26;18;8,53
24;AEC 0144;21,15;26;19;7,5
24;AEC 0144;21,15;26;20;7,19
24;AEC 0144;21,15;26;22;5,21
25;AEC 0144;17,63;26,2;0,2;17,3
25;AEC 0144;17,63;26,2;1,3;16,43
25;AEC 0144;17,63;26,2;2;16,46
25;AEC 0144;17,63;26,2;3;16,19
25;AEC 0144;17,63;26,2;4;16,2
25;AEC 0144;17,63;26,2;5;15,35
25;AEC 0144;17,63;26,2;6;15,11
25;AEC 0144;17,63;26,2;7;13,89
25;AEC 0144;17,63;26,2;8;13,55
25;AEC 0144;17,63;26,2;10;12,68
25;AEC 0144;17,63;26,2;12;11,74
25;AEC 0144;17,63;26,2;13;10,93
25;AEC 0144;17,63;26,2;14;10,71
