"arv";"hi1";"hi2";"xvisc1";"xvisc2";"dap1";"dap2";"ht1";"ht2";"disc1";"disc2";"dmte1";"dmte2";"vmte"
40;3;4;0,024253095;0,025384069;19,87;19,87;28,7;28,7;17,98;16,72;17,654272716009;17,1824031627261;0,0238142164887708
40;4;5;0,025384069;0,023499113;19,87;19,87;28,7;28,7;16,72;16,87;17,1824031627261;16,7084726782572;0,022577636963198
40;5;6;0,023499113;0,022242476;19,87;19,87;28,7;28,7;16,87;16,76;16,7084726782572;16,2316848996729;0,0213502301247326
40;6;8;0,022242476;0,019854866;19,87;19,87;28,7;28,7;16,76;15,57;16,2316848996729;15,3793215429877;0,0393524695425705
40;8;9;0,019854866;0,018472565;19,87;19,87;28,7;28,7;15,57;14,53;15,3793215429877;14,8980124719242;0,0180208415065697
40;9;10;0,018472565;0,0169646;19,87;19,87;28,7;28,7;14,53;14,62;14,8980124719242;14,3928990844886;0,016870158163979
40;10;11;0,0169646;0,016336282;19,87;19,87;28,7;28,7;14,62;14,17;14,3928990844886;13,9042987264145;0,0157008046726292
40;11;13;0,016336282;0,02915398;19,87;19,87;28,7;28,7;14,17;12,76;13,9042987264145;12,7836842972734;0,0279726921365731
40;13;16;0,02915398;0,034557519;19,87;19,87;28,7;28,7;12,76;11,27;12,7836842972734;10,9954745274985;0,0334285729777202
40;16;25;0,034557519;0,020734512;19,87;19,87;28,7;28,7;11,27;5,04;10,9954745274985;4,57930746701864;0,0470066303226306
41;0,7;1,3;0,025509732;0,019477874;22,78;22,78;32,7;32,7;22,17;21,45;22,5501841153564;21,409266843821;0,0224520494793435
41;1,3;2;0,019477874;0,024504423;22,78;22,78;32,7;32,7;21,45;20,61;21,409266843821;20,9812503972084;0,0245811378096624
41;2;3;0,024504423;0,034054864;22,78;22,78;32,7;32,7;20,61;19,95;20,9812503972084;20,1477742280361;0,0334534791007766
41;3;4;0,034054864;0,030159289;22,78;22,78;32,7;32,7;19,95;19,58;20,1477742280361;19,6676246893757;0,0310671662171698
41;4;5;0,030159289;0,029279644;22,78;22,78;32,7;32,7;19,58;19,02;19,6676246893757;19,2476142366158;0,0296599088261414
41;5;6;0,029279644;0,028399998;22,78;22,78;32,7;32,7;19,02;17,76;19,2476142366158;18,7258641579084;0,02841482690575
41;6;7;0,028399998;0,026766369;22,78;22,78;32,7;32,7;17,76;17,87;18,7258641579084;18,3742771958745;0,0269192648009438
41;7;11;0,026766369;0,041846014;22,78;22,78;32,7;32,7;17,87;16,48;18,3742771958745;16,5670774161165;0,095512979810978
41;11;13;0,041846014;0,035688493;22,78;22,78;32,7;32,7;16,48;15,09;16,5670774161165;15,4788701035638;0,0403276288353415
41;13;25;0,035688493;0,02576106;22,78;22,78;32,7;32,7;15,09;6,3;15,4788701035638;7,8923146929038;0,136686197864687
42;1,3;2;0,026892033;0,014451326;18,02;18,02;26,7;26,7;17,19;16,02;16,9596856537853;16,587850499969;0,0154355887916374
42;2;3;0,014451326;0,019477874;18,02;18,02;26,7;26,7;16,02;15,99;16,587850499969;16,0583391229101;0,0208791280677171
42;3;5;0,019477874;0,036693802;18,02;18,02;26,7;26,7;15,99;15,05;16,0583391229101;15,1131318713535;0,0382529579039827
42;5;7;0,036693802;0,033426546;18,02;18,02;26,7;26,7;15,05;14,16;15,1131318713535;14,2431554321005;0,033799196152121
42;7;9;0,033426546;0,029530971;18,02;18,02;26,7;26,7;14,16;13;14,2431554321005;13,3288252283775;0,0299033557629188
42;9;12;0,029530971;0,035437165;18,02;18,02;26,7;26,7;13;11,5;13,3288252283775;11,734850367861;0,0372186747751568
42;12;16;0,035437165;0,034808847;18,02;18,02;26,7;26,7;11,5;9,27;11,734850367861;9,38654032759778;0,0352806685269611
51;1,3;2;0,045113271;0,02375044;22,07;22,07;28,3;28,3;20,88;20,42;20,7043117617332;20,2328521426212;0,0229830820774612
51;2;3;0,02375044;0,032044245;22,07;22,07;28,3;28,3;20,42;19,86;20,2328521426212;19,480762141833;0,0310465045919545
51;3;4;0,032044245;0,029782298;22,07;22,07;28,3;28,3;19,86;19,13;19,480762141833;18,93970911241;0,0289532791266185
51;4;5;0,029782298;0,027143361;22,07;22,07;28,3;28,3;19,13;18,78;18,93970911241;18,407955320849;0,0273924203838149
51;5;6;0,027143361;0,026640706;22,07;22,07;28,3;28,3;18,78;18,17;18,407955320849;17,8523037990334;0,0258834238606636
51;6;7;0,026640706;0,024504423;22,07;22,07;28,3;28,3;18,17;17,89;17,8523037990334;17,4135653304607;0,0243503874151982
51;7;9;0,024504423;0,044107961;22,07;22,07;28,3;28,3;17,89;16,27;17,4135653304607;16,3081251478537;0,0447689964582224
51;9;11;0,044107961;0,037699112;22,07;22,07;28,3;28,3;16,27;15,35;16,3081251478537;15,2053156255326;0,0387588265859393
51;11;19;0,037699112;0,050893801;22,07;22,07;28,3;28,3;15,35;9,69;15,2053156255326;9,61099337294385;0,0990979431189751
51;19;25;0,050893801;0,025132741;22,07;22,07;28,3;28,3;9,69;4,67;9,61099337294385;4,56647635317847;0,0253469363160988
52;2;4;0,05491504;0,052150438;19,85;19,85;27;27;18,56;17,72;18,2255354740496;17,0964926122475;0,0487378738701344
52;4;6;0,052150438;0,054035394;19,85;19,85;27;27;17,72;16,47;17,0964926122475;16,0729732090928;0,0431761004737827
52;6;8;0,054035394;0,055794686;19,85;19,85;27;27;16,47;15,41;16,0729732090928;15,1324217099786;0,0383642124657281
52;8;12;0,055794686;0,043856633;19,85;19,85;27;27;15,41;12,73;15,1324217099786;12,8859323268956;0,061916503040921
52;12;17;0,043856633;0,0495115;19,85;19,85;27;27;12,73;9,27;12,8859323268956;9,60014506355988;0,0503029205466577
53;2;4;0,038955749;0,048254863;17,02;17,02;25,3;25,3;15,49;14,71;15,6557477688986;14,7258911966102;0,0362504977059335
53;4;7;0,048254863;0,044987607;17,02;17,02;25,3;25,3;14,71;13,34;14,7258911966102;13,3453025333941;0,046269082949184
53;7;11;0,044987607;0,046746899;17,02;17,02;25,3;25,3;13,34;11,1;13,3453025333941;11,3346115906837;0,0483853210429387
53;11;17;0,046746899;0,04172035;17,02;17,02;25,3;25,3;11,1;7,45;11,3346115906837;7,71061200422249;0,0436558408373647
53;17;22;0,04172035;0,013320353;17,02;17,02;25,3;25,3;7,45;4,58;7,71061200422249;4,02105127476297;0,0142769185998211
54;6;17;0,05390973;0,047877872;11,98;11,98;22,3;22,3;9,7;4,43;9,68665217689132;4,52878211607313;0,0470816783563168
55;3;7;0,046621235;0,052276102;15;15;25,2;25,2;13,54;11,82;13,4630140963;11,8356194095142;0,0500588234772649
55;7;13;0,052276102;0,052150438;15;15;25,2;25,2;11,82;9,37;11,8356194095142;9,08530478512519;0,0529746635870272
56;2;5;0,039584067;0,055417694;17;17;25,8;25,8;15,97;14,5;15,6520144696991;14,2442072414425;0,0528071496597938
56;5;8;0,055417694;0,045113271;17;17;25,8;25,8;14,5;13,18;14,2442072414425;12,9510133206418;0,0436562009736381
56;8;13;0,045113271;0,055920349;17;17;25,8;25,8;13,18;10,54;12,9510133206418;10,3472971712499;0,0541226228751498
56;13;22;0,055920349;0,046621235;17;17;25,8;25,8;10,54;4,75;10,3472971712499;4,38988097392191;0,0423036869157657
57;2;4;0,045490262;0,042851324;18,54;18,54;27,5;27,5;17,15;16,13;17,0736640469516;16,0559036835166;0,0428970829613331
57;4;11;0,042851324;0,059187606;18,54;18,54;27,5;27,5;16,13;12,43;16,0559036835166;12,7981978190685;0,115452168160847
57;11;17;0,059187606;0,057805305;18,54;18,54;27,5;27,5;12,43;9,6;12,7981978190685;9,30226839762132;0,0584552907567956
57;17;23;0,057805305;0,026640706;18,54;18,54;27,5;27,5;9,6;4,52;9,30226839762132;5,09789671245653;0,02560151820186
58;1,3;3;0,036819466;0,045867253;20,51;20,51;28;28;19,26;17,72;19,2683816908105;18,1759539616229;0,047012880209995
58;3;5;0,045867253;0,049134509;20,51;20,51;28;28;17,72;17,14;18,1759539616229;17,165771722672;0,0490965352780921
58;5;7;0,049134509;0,044233625;20,51;20,51;28;28;17,14;16,07;17,165771722672;16,2301083709886;0,0435996794493663
58;7;10;0,044233625;0,057553977;20,51;20,51;28;28;16,07;15;16,2301083709886;14,6669899114102;0,0565315618905022
58;10;13;0,057553977;0,044861943;20,51;20,51;28;28;15;12,7;14,6669899114102;12,9410170099787;0,0453057450957091
58;13;17;0,044861943;0,043102651;20,51;20,51;28;28;12,7;10,53;12,9410170099787;10,3293553991813;0,0428367015136799
58;17;25;0,043102651;0,039081413;20,51;20,51;28;28;10,53;4,27;10,3293553991813;4,08978457547222;0,0360950179494811
